id,device_id,temperature,humidity,outdoor_temperature,weather_condition,alert,timestamp,ldr_value,ldr_alert,ds18b20_temperature,dht_temperature,temperature_source,ds18b20_ok,dht_ok,sensor_disagreement,alert_cause
3181,ESP32_01,14.9375,72.0,10.9,,0,2026-01-10 09:08:25.975732,,0,14.9375,14.5,DS18B20,True,True,False,
3182,ESP32_01,14.9375,72.0,10.9,,0,2026-01-10 09:08:35.273346,,0,14.9375,14.5,DS18B20,True,True,False,
3183,ESP32_01,15.0,72.0,10.9,,0,2026-01-10 09:08:44.401169,,0,15.0,14.5,DS18B20,True,True,False,
3184,ESP32_01,14.9375,71.0,10.9,,0,2026-01-10 09:08:54.842244,,0,14.9375,14.6,DS18B20,True,True,False,
3185,ESP32_01,14.9375,71.0,10.9,,0,2026-01-10 09:09:04.964124,,0,14.9375,14.6,DS18B20,True,True,False,
3186,ESP32_01,14.9375,71.0,10.9,,0,2026-01-10 09:09:15.448915,,0,14.9375,14.6,DS18B20,True,True,False,
3187,ESP32_01,14.9375,70.0,10.9,,0,2026-01-10 09:09:25.927315,,0,14.9375,14.6,DS18B20,True,True,False,
3188,ESP32_01,15.0,70.0,10.9,,0,2026-01-10 09:09:35.718184,,0,15.0,14.6,DS18B20,True,True,False,
3189,ESP32_01,15.0,70.0,10.9,,0,2026-01-10 09:09:45.856727,,0,15.0,14.6,DS18B20,True,True,False,
3190,ESP32_01,15.0,70.0,10.9,,0,2026-01-10 09:09:56.583551,,0,15.0,14.6,DS18B20,True,True,False,
3191,ESP32_01,15.0,70.0,10.9,,0,2026-01-10 09:10:06.102346,,0,15.0,14.6,DS18B20,True,True,False,
3192,ESP32_01,15.0625,70.0,10.9,,0,2026-01-10 09:10:26.995006,,0,15.0625,14.6,DS18B20,True,True,False,
3193,ESP32_01,15.0,70.0,10.9,,0,2026-01-10 09:10:37.173256,,0,15.0,14.6,DS18B20,True,True,False,
3194,ESP32_01,14.9375,70.0,10.9,,0,2026-01-10 09:10:47.569924,,0,14.9375,14.7,DS18B20,True,True,False,
3195,ESP32_01,15.0,70.0,10.9,,0,2026-01-10 09:10:57.404269,,0,15.0,14.7,DS18B20,True,True,False,
3196,ESP32_01,15.0,70.0,10.9,,0,2026-01-10 09:11:10.642794,,0,15.0,14.7,DS18B20,True,True,False,
3197,ESP32_01,15.0,70.0,10.9,,0,2026-01-10 09:11:28.887704,,0,15.0,14.7,DS18B20,True,True,False,
3198,ESP32_01,15.0,70.0,10.9,,0,2026-01-10 09:11:38.998472,,0,15.0,14.7,DS18B20,True,True,False,
3199,ESP32_01,15.0625,70.0,10.9,,0,2026-01-10 09:11:50.275851,,0,15.0625,14.7,DS18B20,True,True,False,
3200,ESP32_01,15.0625,70.0,10.9,,0,2026-01-10 09:12:00.140554,,0,15.0625,14.7,DS18B20,True,True,False,
3201,ESP32_01,15.0625,70.0,10.9,,0,2026-01-10 09:12:09.661003,,0,15.0625,14.7,DS18B20,True,True,False,
3202,ESP32_01,15.0625,70.0,10.9,,0,2026-01-10 09:12:19.727717,,0,15.0625,14.7,DS18B20,True,True,False,
3203,ESP32_01,15.0625,70.0,10.9,,0,2026-01-10 09:12:29.912163,,0,15.0625,14.7,DS18B20,True,True,False,
3204,ESP32_01,15.0625,69.0,10.9,,0,2026-01-10 09:12:39.746247,,0,15.0625,14.8,DS18B20,True,True,False,
3205,ESP32_01,15.0625,69.0,10.9,,0,2026-01-10 09:13:00.749867,,0,15.0625,14.8,DS18B20,True,True,False,
3206,ESP32_01,15.125,69.0,10.9,,0,2026-01-10 09:13:10.796784,,0,15.125,14.8,DS18B20,True,True,False,
3207,ESP32_01,15.125,69.0,10.9,,0,2026-01-10 09:13:20.590366,,0,15.125,14.8,DS18B20,True,True,False,
3208,ESP32_01,15.1875,69.0,10.9,,0,2026-01-10 09:13:52.835103,,0,15.1875,14.8,DS18B20,True,True,False,
3209,ESP32_01,15.0625,69.0,10.9,,0,2026-01-10 09:14:01.780550,,0,15.0625,14.8,DS18B20,True,True,False,
3210,ESP32_01,15.0625,69.0,10.9,,0,2026-01-10 09:14:11.873063,,0,15.0625,14.8,DS18B20,True,True,False,
3211,ESP32_01,15.125,69.0,10.9,,0,2026-01-10 09:14:21.907775,,0,15.125,14.9,DS18B20,True,True,False,
3212,ESP32_01,15.125,69.0,10.9,,0,2026-01-10 09:14:31.846328,,0,15.125,14.9,DS18B20,True,True,False,
3213,ESP32_01,15.125,69.0,10.9,,0,2026-01-10 09:14:41.679197,,0,15.125,14.9,DS18B20,True,True,False,
3214,ESP32_01,15.125,69.0,10.9,,0,2026-01-10 09:14:52.169261,,0,15.125,14.9,DS18B20,True,True,False,
3215,ESP32_01,15.125,69.0,11.2,,0,2026-01-10 09:15:02.361236,,0,15.125,14.9,DS18B20,True,True,False,
3216,ESP32_01,15.125,69.0,11.2,,0,2026-01-10 09:15:13.052526,,0,15.125,14.9,DS18B20,True,True,False,
3217,ESP32_01,15.125,69.0,11.2,,0,2026-01-10 09:15:22.830895,,0,15.125,14.9,DS18B20,True,True,False,
3218,ESP32_01,15.125,69.0,11.2,,0,2026-01-10 09:15:33.403414,,0,15.125,14.9,DS18B20,True,True,False,
3219,ESP32_01,15.125,69.0,11.2,,0,2026-01-10 09:15:53.296502,,0,15.125,14.9,DS18B20,True,True,False,
3220,ESP32_01,15.125,69.0,11.2,,0,2026-01-10 09:16:03.587286,,0,15.125,14.9,DS18B20,True,True,False,
3221,ESP32_01,15.125,69.0,11.2,,0,2026-01-10 09:16:14.197007,,0,15.125,14.9,DS18B20,True,True,False,
3222,ESP32_01,15.125,69.0,11.2,,0,2026-01-10 09:16:24.256330,,0,15.125,14.9,DS18B20,True,True,False,
3223,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:16:35.055367,,0,15.1875,14.9,DS18B20,True,True,False,
3224,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:16:44.559183,,0,15.1875,14.9,DS18B20,True,True,False,
3225,ESP32_01,15.1875,69.0,,,0,2026-01-10 09:17:05.598984,,0,15.1875,14.9,DS18B20,True,True,False,
3226,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:17:15.300007,,0,15.1875,14.9,DS18B20,True,True,False,
3227,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:17:26.047050,,0,15.1875,14.9,DS18B20,True,True,False,
3228,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:17:36.471409,,0,15.1875,14.9,DS18B20,True,True,False,
3229,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:17:46.314771,,0,15.1875,14.9,DS18B20,True,True,False,
3230,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:17:59.615043,,0,15.1875,15.0,DS18B20,True,True,False,
3231,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:18:09.043199,,0,15.25,15.0,DS18B20,True,True,False,
3232,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:18:18.237167,,0,15.1875,14.9,DS18B20,True,True,False,
3233,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:18:27.558792,,0,15.1875,14.9,DS18B20,True,True,False,
3234,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:18:37.607855,,0,15.25,14.9,DS18B20,True,True,False,
3235,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:18:48.039642,,0,15.25,15.0,DS18B20,True,True,False,
3236,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:18:58.194265,,0,15.1875,15.0,DS18B20,True,True,False,
3237,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:19:08.628932,,0,15.25,15.0,DS18B20,True,True,False,
3238,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:19:19.081465,,0,15.1875,15.0,DS18B20,True,True,False,
3239,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:19:29.240448,,0,15.1875,15.0,DS18B20,True,True,False,
3240,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:19:39.385418,,0,15.1875,15.0,DS18B20,True,True,False,
3241,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:19:49.199226,,0,15.1875,15.0,DS18B20,True,True,False,
3242,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:19:59.626596,,0,15.1875,15.0,DS18B20,True,True,False,
3243,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:20:10.480056,,0,15.1875,15.0,DS18B20,True,True,False,
3244,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:20:20.219345,,0,15.1875,15.0,DS18B20,True,True,False,
3245,ESP32_01,15.375,69.0,11.2,,0,2026-01-10 09:20:30.319991,,0,15.375,15.0,DS18B20,True,True,False,
3246,ESP32_01,15.375,71.0,11.2,,0,2026-01-10 09:20:40.498092,,0,15.375,15.0,DS18B20,True,True,False,
3247,ESP32_01,15.375,72.0,11.2,,0,2026-01-10 09:20:50.613310,,0,15.375,15.1,DS18B20,True,True,False,
3248,ESP32_01,15.375,72.0,11.2,,0,2026-01-10 09:21:01.083803,,0,15.375,15.1,DS18B20,True,True,False,
3249,ESP32_01,15.3125,71.0,11.2,,0,2026-01-10 09:21:11.202027,,0,15.3125,15.1,DS18B20,True,True,False,
3250,ESP32_01,15.25,71.0,11.2,,0,2026-01-10 09:21:21.329747,,0,15.25,15.1,DS18B20,True,True,False,
3251,ESP32_01,15.25,70.0,11.2,,0,2026-01-10 09:21:31.787051,,0,15.25,15.1,DS18B20,True,True,False,
3252,ESP32_01,15.3125,70.0,11.2,,0,2026-01-10 09:21:42.125909,,0,15.3125,15.1,DS18B20,True,True,False,
3253,ESP32_01,15.25,70.0,11.2,,0,2026-01-10 09:21:52.387927,,0,15.25,15.1,DS18B20,True,True,False,
3254,ESP32_01,15.25,70.0,11.2,,0,2026-01-10 09:22:02.828521,,0,15.25,15.1,DS18B20,True,True,False,
3255,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:22:13.277729,,0,15.25,15.1,DS18B20,True,True,False,
3256,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:22:23.401636,,0,15.25,15.1,DS18B20,True,True,False,
3257,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:22:33.225576,,0,15.1875,15.1,DS18B20,True,True,False,
3258,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:22:43.982561,,0,15.1875,15.1,DS18B20,True,True,False,
3259,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:22:54.115782,,0,15.1875,15.1,DS18B20,True,True,False,
3260,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:23:04.256793,,0,15.1875,15.1,DS18B20,True,True,False,
3261,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:23:14.998070,,0,15.25,15.1,DS18B20,True,True,False,
3262,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:23:25.245206,,0,15.25,15.1,DS18B20,True,True,False,
3263,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:23:35.574873,,0,15.1875,15.1,DS18B20,True,True,False,
3264,ESP32_01,15.1875,69.0,11.2,,0,2026-01-10 09:23:45.100578,,0,15.1875,15.1,DS18B20,True,True,False,
3265,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:23:55.572951,,0,15.25,15.1,DS18B20,True,True,False,
3266,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:24:05.704596,,0,15.25,15.1,DS18B20,True,True,False,
3267,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:24:15.839056,,0,15.25,15.1,DS18B20,True,True,False,
3268,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:24:36.991693,,0,15.25,15.1,DS18B20,True,True,False,
3269,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:24:47.117927,,0,15.25,15.1,DS18B20,True,True,False,
3270,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:24:57.181102,,0,15.25,15.1,DS18B20,True,True,False,
3271,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:25:06.531565,,0,15.25,15.1,DS18B20,True,True,False,
3272,ESP32_01,15.25,69.0,11.2,,0,2026-01-10 09:25:17.353673,,0,15.25,15.1,DS18B20,True,True,False,
