id,device_id,temperature,humidity,outdoor_temperature,weather_condition,alert,timestamp,ldr_value,ldr_alert,ds18b20_temperature,dht_temperature,temperature_source,ds18b20_ok,dht_ok,sensor_disagreement,alert_cause
2138,ESP32_01,15.0625,76.0,14.4,,0,2026-01-09 17:47:34.857527,,0,,,,,,,
2139,ESP32_01,15.25,77.0,14.4,,0,2026-01-09 17:47:43.356878,,0,,,,,,,
2140,ESP32_01,15.1875,77.0,14.4,,0,2026-01-09 17:47:52.540654,,0,,,,,,,
2141,ESP32_01,15.125,76.0,14.4,,0,2026-01-09 17:48:02.198100,,0,,,,,,,
2142,ESP32_01,15.0625,76.0,14.4,,0,2026-01-09 17:48:12.497307,,0,,,,,,,
2143,ESP32_01,15.0625,75.0,14.4,,0,2026-01-09 17:48:22.615967,,0,,,,,,,
2144,ESP32_01,15.0,75.0,14.4,,0,2026-01-09 17:48:32.753434,,0,,,,,,,
2145,ESP32_01,15.125,74.0,14.4,,0,2026-01-09 17:49:10.369614,,0,,,,,,,
2146,ESP32_01,15.125,74.0,14.4,,0,2026-01-09 17:49:19.449075,,0,,,,,,,
2147,ESP32_01,15.0625,73.0,14.4,,0,2026-01-09 17:49:28.867508,,0,,,,,,,
2148,ESP32_01,15.125,73.0,14.4,,0,2026-01-09 17:49:37.758263,,0,,,,,,,
2149,ESP32_01,15.125,73.0,14.4,,0,2026-01-09 17:49:48.052437,,0,,,,,,,
2150,ESP32_01,15.125,73.0,14.4,,0,2026-01-09 17:49:58.208609,,0,,,,,,,
2151,ESP32_01,15.125,73.0,14.4,,0,2026-01-09 17:50:08.513968,,0,,,,,,,
2152,ESP32_01,15.125,73.0,14.4,,0,2026-01-09 17:50:18.666463,,0,,,,,,,
2153,ESP32_01,15.125,73.0,14.4,,0,2026-01-09 17:50:29.379509,,0,,,,,,,
2154,ESP32_01,15.125,72.0,14.4,,0,2026-01-09 17:50:39.521780,,0,,,,,,,
2155,ESP32_01,15.0625,72.0,14.4,,0,2026-01-09 17:50:49.748861,,0,,,,,,,
2156,ESP32_01,15.0625,72.0,14.4,,0,2026-01-09 17:51:00.763464,,0,,,,,,,
2157,ESP32_01,15.125,72.0,14.4,,0,2026-01-09 17:51:10.266560,,0,,,,,,,
2158,ESP32_01,15.125,72.0,14.4,,0,2026-01-09 17:51:20.344629,,0,,,,,,,
2159,ESP32_01,15.125,72.0,14.4,,0,2026-01-09 17:51:30.668899,,0,,,,,,,
2160,ESP32_01,15.0625,72.0,14.4,,0,2026-01-09 17:51:41.350171,,0,,,,,,,
2161,ESP32_01,15.0625,72.0,14.4,,0,2026-01-09 17:51:51.259277,,0,,,,,,,
2162,ESP32_01,15.0625,72.0,14.4,,0,2026-01-09 17:52:01.290391,,0,,,,,,,
2163,ESP32_01,15.125,72.0,14.4,,0,2026-01-09 17:52:11.557954,,0,,,,,,,
2164,ESP32_01,15.0625,72.0,14.4,,0,2026-01-09 17:52:22.037203,,0,,,,,,,
