id,device_id,temperature,humidity,outdoor_temperature,weather_condition,alert,timestamp,ldr_value,ldr_alert,ds18b20_temperature,dht_temperature,temperature_source,ds18b20_ok,dht_ok,sensor_disagreement,alert_cause
3529,ESP32_01,16.5625,81.0,12.0,,0,2026-01-12 22:02:12.245266,,0,16.5625,15.8,DS18B20,True,True,False,
3530,ESP32_01,16.5625,81.0,12.0,,0,2026-01-12 22:02:21.680329,,0,16.5625,15.8,DS18B20,True,True,False,
3531,ESP32_01,16.5625,81.0,12.0,,0,2026-01-12 22:02:31.098193,,0,16.5625,15.8,DS18B20,True,True,False,
3532,ESP32_01,16.5625,80.0,12.0,,0,2026-01-12 22:02:40.418172,,0,16.5625,15.8,DS18B20,True,True,False,
3533,ESP32_01,16.5,80.0,12.0,,0,2026-01-12 22:02:49.704478,,0,16.5,15.9,DS18B20,True,True,False,
3534,ESP32_01,16.4375,80.0,12.0,,0,2026-01-12 22:02:59.123459,,0,16.4375,15.8,DS18B20,True,True,False,
3535,ESP32_01,16.4375,80.0,12.0,,0,2026-01-12 22:03:09.470622,,0,16.4375,15.9,DS18B20,True,True,False,
3536,ESP32_01,16.375,80.0,12.0,,0,2026-01-12 22:03:20.022727,,0,16.375,15.8,DS18B20,True,True,False,
3537,ESP32_01,16.375,79.0,12.0,,0,2026-01-12 22:03:30.013764,,0,16.375,15.8,DS18B20,True,True,False,
3538,ESP32_01,16.3125,79.0,12.0,,0,2026-01-12 22:03:40.183801,,0,16.3125,15.8,DS18B20,True,True,False,
3539,ESP32_01,16.25,79.0,12.0,,0,2026-01-12 22:04:35.057355,,0,16.25,15.8,DS18B20,True,True,False,
3540,ESP32_01,16.1875,79.0,12.0,,0,2026-01-12 22:04:44.149923,,0,16.1875,15.8,DS18B20,True,True,False,
3541,ESP32_01,16.25,79.0,12.0,,0,2026-01-12 22:04:53.754255,,0,16.25,15.8,DS18B20,True,True,False,
3542,ESP32_01,16.1875,79.0,12.0,,0,2026-01-12 22:05:03.543059,,0,16.1875,15.8,DS18B20,True,True,False,
3543,ESP32_01,16.1875,79.0,12.0,,0,2026-01-12 22:05:13.631076,,0,16.1875,15.8,DS18B20,True,True,False,
3544,ESP32_01,16.25,79.0,12.0,,0,2026-01-12 22:05:23.995192,,0,16.25,15.8,DS18B20,True,True,False,
3545,ESP32_01,16.1875,79.0,12.0,,0,2026-01-12 22:05:33.672167,,0,16.1875,15.9,DS18B20,True,True,False,
3546,ESP32_01,16.1875,79.0,12.0,,1,2026-01-12 22:05:43.897777,,0,16.1875,15.9,DS18B20,True,True,False,HIGH_TEMP
3547,ESP32_01,16.1875,79.0,12.0,,1,2026-01-12 22:05:54.234195,,0,16.1875,15.9,DS18B20,True,True,False,HIGH_TEMP
3548,ESP32_01,16.1875,79.0,12.0,,1,2026-01-12 22:06:04.133721,,0,16.1875,15.9,DS18B20,True,True,False,HIGH_TEMP
3549,ESP32_01,16.125,79.0,12.0,,1,2026-01-12 22:06:14.527073,,0,16.125,15.9,DS18B20,True,True,False,HIGH_TEMP
3550,ESP32_01,16.125,79.0,12.0,,0,2026-01-12 22:06:25.003855,,0,16.125,15.9,DS18B20,True,True,False,
3551,ESP32_01,16.125,79.0,12.0,,0,2026-01-12 22:06:35.668438,,0,16.125,15.9,DS18B20,True,True,False,
